index	chapter	chapter_title	subchapter	subchapter_title	part	part_title	section	section_title
93	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	220	PART 220 - CREDIT BY BROKERS AND DEALERS (REGULATION T)	220.5	§ 220.5   Special memorandum account.
94	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	708b	PART 708b - MERGERS OF INSURED CREDIT UNIONS INTO OTHER CREDIT UNIONS; VOLUNTARY TERMINATION OR CONVERSION OF INSURED STATUS	708b.201	§ 708b.201   Termination of insurance.
95	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	208	PART 208 - MEMBERSHIP OF STATE BANKING INSTITUTIONS IN THE FEDERAL RESERVE SYSTEM (REGULATION H)	208.122	§ 208.122   Reporting.
96	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	B	SUBCHAPTER B - ENTITY REGULATIONS	1227	PART 1227 - SUSPENDED COUNTERPARTY PROGRAM	1227.5	§ 1227.5   Proposed suspension order.
97	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	310	PART 310 - PRIVACY ACT REGULATIONS	310.9	§ 310.9   Appeal of adverse initial agency determination on access or amendment.
98	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	A	SUBCHAPTER A - ADMINISTRATIVE PROVISIONS	608	PART 608 - COLLECTION OF CLAIMS OWED THE UNITED STATES	608.806	§ 608.806   Demand for payment.
99	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	B	SUBCHAPTER B - ENTITY REGULATIONS	1237	PART 1237 - CONSERVATORSHIP AND RECEIVERSHIP	1237.11	§ 1237.11   Authority of limited-life regulated entities to obtain credit.
100	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	303	PART 303 - FILING PROCEDURES	303.86	§ 303.86   Processing.
101	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	211	PART 211 - INTERNATIONAL BANKING OPERATIONS (REGULATION K)	211.12	§ 211.12   Lending limits and capital requirements.
102	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	740	PART 740 - ACCURACY OF ADVERTISING AND NOTICE OF INSURED STATUS	740.1	§ 740.1   Definitions.
103	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	226	PART 226 - TRUTH IN LENDING (REGULATION Z)	226.22	§ 226.22   Determination of annual percentage rate.
104	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	239	PART 239 - MUTUAL HOLDING COMPANIES (REGULATION MM)	239.7	§ 239.7   Acquisition and disposition of savings associations, savings and loan holding companies, and other corporations by mutual holding companies.
105	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	238	PART 238 - SAVINGS AND LOAN HOLDING COMPANIES (REGULATION LL)	238.41	§ 238.41   Qualified stock issuances by undercapitalized savings associations or holding companies.
106	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	359	PART 359 - GOLDEN PARACHUTE AND INDEMNIFICATION PAYMENTS	359.1	§ 359.1   Definitions.
107	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	308	PART 308 - RULES OF PRACTICE AND PROCEDURE	308.135	§ 308.135   Grounds for imposition of sanctions.
108	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	B	SUBCHAPTER B - FEDERAL OPEN MARKET COMMITTEE	272	PART 272 - RULES OF PROCEDURE	272.4	§ 272.4   Committee actions.
109	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	B	SUBCHAPTER B - ENTITY REGULATIONS	1229	PART 1229 - CAPITAL CLASSIFICATIONS AND PROMPT CORRECTIVE ACTION	1229.9	§ 1229.9   Discretionary actions applicable to significantly undercapitalized Banks.
110	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	211	PART 211 - INTERNATIONAL BANKING OPERATIONS (REGULATION K)	211.6	§ 211.6   Permissible activities of Edge and agreement corporations in the United States.
111	XV	CHAPTER XV - DEPARTMENT OF THE TREASURY	A	SUBCHAPTER A - GENERAL PROVISIONS	1501	PART 1501 - FINANCIAL SUBSIDIARIES	1501.2	§ 1501.2   What activities has the Secretary determined to be financial in nature or incidental to a financial activity?
112	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	239	PART 239 - MUTUAL HOLDING COMPANIES (REGULATION MM)	239.8	§ 239.8   Operating restrictions.
113	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	211	PART 211 - INTERNATIONAL BANKING OPERATIONS (REGULATION K)	211.10	§ 211.10   Permissible activities abroad.
114	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	226	PART 226 - TRUTH IN LENDING (REGULATION Z)	226.16	§ 226.16   Advertising.
115	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	226	PART 226 - TRUTH IN LENDING (REGULATION Z)	226.24	§ 226.24   Advertising.
116	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	703	PART 703 - INVESTMENT AND DEPOSIT ACTIVITIES	703.20	§ 703.20   Request for additional authority.
117	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1270	PART 1270 - LIABILITIES	1270.18	§ 1270.18   Additional requirements; notice of attachment for Book-entry consolidated obligations.
118	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	615	PART 615 - FUNDING AND FISCAL AFFAIRS, LOAN POLICIES AND OPERATIONS, AND FUNDING OPERATIONS	615.5460	§ 615.5460   Additional provisions.
119	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	C	SUBCHAPTER C - ENTERPRISES	1249	PART 1249 - BOOK-ENTRY PROCEDURES	1249.19	§ 1249.19   Additional provisions.
120	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	208	PART 208 - MEMBERSHIP OF STATE BANKING INSTITUTIONS IN THE FEDERAL RESERVE SYSTEM (REGULATION H)	208.4	§ 208.4   Capital adequacy.
121	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	367	PART 367 - SUSPENSION AND EXCLUSION OF CONTRACTOR AND TERMINATION OF CONTRACTS	367.2	§ 367.2   Definitions.
122	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	206	PART 206 - LIMITATIONS ON INTERBANK LIABILITIES (REGULATION F)	206.5	§ 206.5   Capital levels of correspondents.
123	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	B	SUBCHAPTER B - ENTITY REGULATIONS	1229	PART 1229 - CAPITAL CLASSIFICATIONS AND PROMPT CORRECTIVE ACTION	1229.3	§ 1229.3   Criteria for a Bank's capital classification.
124	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	202	PART 202 - EQUAL CREDIT OPPORTUNITY ACT (REGULATION B)	202.16	§ 202.16   Enforcement, penalties and liabilities.
125	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	707	PART 707 - TRUTH IN SAVINGS	707.9	§ 707.9   Enforcement and record retention.
126	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	313	PART 313 - PROCEDURES FOR COLLECTION OF CORPORATE DEBT, CRIMINAL RESTITUTION DEBT, AND CIVIL MONEY PENALTY DEBT	313.21	§ 313.21   Definitions.
127	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	A	SUBCHAPTER A - ORGANIZATION AND OPERATIONS	1209	PART 1209 - RULES OF PRACTICE AND PROCEDURE	1209.51	§ 1209.51   Evidence.
128	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	308	PART 308 - RULES OF PRACTICE AND PROCEDURE	308.36	§ 308.36   Evidence.
129	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	263	PART 263 - RULES OF PRACTICE FOR HEARINGS	263.36	§ 263.36   Evidence.
130	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	747	PART 747 - ADMINISTRATIVE ACTIONS, ADJUDICATIVE HEARINGS, RULES OF PRACTICE AND PROCEDURE, AND INVESTIGATIONS	747.36	§ 747.36   Evidence.
131	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	E	SUBCHAPTER E - HOUSING GOALS AND MISSION	1291	PART 1291 - FEDERAL HOME LOAN BANKS' AFFORDABLE HOUSING PROGRAM	1291.51	§ 1291.51   Monitoring under Homeownership Set-Aside Programs.
132	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	B	SUBCHAPTER B - ENTITY REGULATIONS	1239	PART 1239 - RESPONSIBILITIES OF BOARDS OF DIRECTORS, CORPORATE PRACTICES, AND CORPORATE GOVERNANCE	1239.30	§ 1239.30   Bank member products policy.
133	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	239	PART 239 - MUTUAL HOLDING COMPANIES (REGULATION MM)	239.54	§ 239.54   Plan of conversion.
134	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	611	PART 611 - ORGANIZATION	611.1210	§ 611.1210   Advance notices - commencement resolution and notice to equity holders.
135	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1261	PART 1261 - FEDERAL HOME LOAN BANK DIRECTORS	1261.11	§ 1261.11   Conflict-of-interests policy for Bank directors.
136	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	B	SUBCHAPTER B - ENTITY REGULATIONS	1239	PART 1239 - RESPONSIBILITIES OF BOARDS OF DIRECTORS, CORPORATE PRACTICES, AND CORPORATE GOVERNANCE	1239.14	§ 1239.14   Strategic business plan.
137	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	208	PART 208 - MEMBERSHIP OF STATE BANKING INSTITUTIONS IN THE FEDERAL RESERVE SYSTEM (REGULATION H)	208.51	§ 208.51   Real estate lending standards.
138	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1266	PART 1266 - ADVANCES	1266.5	§ 1266.5   Terms and conditions for advances.
139	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	708b	PART 708b - MERGERS OF INSURED CREDIT UNIONS INTO OTHER CREDIT UNIONS; VOLUNTARY TERMINATION OR CONVERSION OF INSURED STATUS	708b.106	§ 708b.106   Approval of the merger proposal by members.
140	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	234	PART 234 - DESIGNATED FINANCIAL MARKET UTILITIES (REGULATION HH)	234.4	§ 234.4   Changes to rules, procedures, or operations.
141	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1266	PART 1266 - ADVANCES	1266.12	§ 1266.12   Intradistrict transfer of advances.
142	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	201	PART 201 - EXTENSIONS OF CREDIT BY FEDERAL RESERVE BANKS (REGULATION A)	201.3	§ 201.3   Extensions of credit generally.
143	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	328	PART 328 - ADVERTISEMENT OF MEMBERSHIP	328.3	§ 328.3   Official advertising statement requirements.
144	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	261	PART 261 - RULES REGARDING AVAILABILITY OF INFORMATION	261.24	§ 261.24   Subpoenas, orders compelling production, and other process.
145	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	B	SUBCHAPTER B - FEDERAL OPEN MARKET COMMITTEE	271	PART 271 - RULES REGARDING AVAILABILITY OF INFORMATION	271.20	§ 271.20   Subpoenas, orders compelling production, and other process.
146	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	225	PART 225 - BANK HOLDING COMPANIES AND CHANGE IN BANK CONTROL (REGULATION Y)	225.27	§ 225.27   Procedures for determining scope of nonbanking activities.
147	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	207	PART 207 - DISCLOSURE AND REPORTING OF CRA-RELATED AGREEMENTS (REGULATION G)	207.11	§ 207.11   Other definitions and rules of construction used in this part.
148	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	346	PART 346 - DISCLOSURE AND REPORTING OF CRA-RELATED AGREEMENTS	346.11	§ 346.11   Other definitions and rules of construction used in this part.
149	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	708a	PART 708a - BANK CONVERSIONS AND MERGERS	708a.110	§ 708a.110   Completion of conversion.
150	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	708a	PART 708a - BANK CONVERSIONS AND MERGERS	708a.309	§ 708a.309   Completion of merger.
151	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	708a	PART 708a - BANK CONVERSIONS AND MERGERS	708a.305	§ 708a.305   Disclosures and communications to members.
152	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	708a	PART 708a - BANK CONVERSIONS AND MERGERS	708a.104	§ 708a.104   Disclosures and communications to members.
153	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	747	PART 747 - ADMINISTRATIVE ACTIONS, ADJUDICATIVE HEARINGS, RULES OF PRACTICE AND PROCEDURE, AND INVESTIGATIONS	747.613	§ 747.613   Further proceedings.
154	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	747	PART 747 - ADMINISTRATIVE ACTIONS, ADJUDICATIVE HEARINGS, RULES OF PRACTICE AND PROCEDURE, AND INVESTIGATIONS	747.208	§ 747.208   Duties after termination.
155	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	A	SUBCHAPTER A - ORGANIZATION AND OPERATIONS	1203	PART 1203 - EQUAL ACCESS TO JUSTICE ACT	1203.21	§ 1203.21   Response to the application for award.
156	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	330	PART 330 - DEPOSIT INSURANCE COVERAGE	330.7	§ 330.7   Accounts held by an agent, nominee, guardian, custodian or conservator.
157	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	791	PART 791 - RULES OF NCUA BOARD PROCEDURE; PROMULGATION OF NCUA RULES AND REGULATIONS; PUBLIC OBSERVATION OF NCUA BOARD MEETINGS	791.6	§ 791.6   Subject matter of a meeting.
158	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	612	PART 612 - STANDARDS OF CONDUCT AND REFERRAL OF KNOWN OR SUSPECTED CRIMINAL VIOLATIONS	612.2260	§ 612.2260   Standards of conduct for agents.
159	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	268	PART 268 - RULES REGARDING EQUAL OPPORTUNITY	268.104	§ 268.104   Pre-complaint processing.
160	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	609	PART 609 - ELECTRONIC COMMERCE	609.950	§ 609.950   Electronic communications.
161	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	E	SUBCHAPTER E - HOUSING GOALS AND MISSION	1291	PART 1291 - FEDERAL HOME LOAN BANKS' AFFORDABLE HOUSING PROGRAM	1291.15	§ 1291.15   Agreements.
162	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	650	PART 650 - FEDERAL AGRICULTURAL MORTGAGE CORPORATION GENERAL PROVISIONS	650.50	§ 650.50   Payment of claims.
163	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	261	PART 261 - RULES REGARDING AVAILABILITY OF INFORMATION	261.20	§ 261.20   General.
164	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	344	PART 344 - RECORDKEEPING AND CONFIRMATION REQUIREMENTS FOR SECURITIES TRANSACTIONS	344.7	§ 344.7   Settlement of securities transactions.
165	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	A	SUBCHAPTER A - ORGANIZATION AND OPERATIONS	1215	PART 1215 - PRODUCTION OF FHFA RECORDS, INFORMATION, AND EMPLOYEE TESTIMONY IN THIRD-PARTY LEGAL PROCEEDINGS	1215.7	§ 1215.7   Serving demands and submitting requests.
166	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	233	PART 233 - PROHIBITION ON FUNDING OF UNLAWFUL INTERNET GAMBLING (REGULATION GG)	233.5	§ 233.5   Policies and procedures required.
167	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	792	PART 792 - REQUESTS FOR INFORMATION UNDER THE FREEDOM OF INFORMATION ACT AND PRIVACY ACT, AND BY SUBPOENA; SECURITY PROCEDURES FOR CLASSIFIED INFORMATION	792.11	§ 792.11   What kind of records are exempt from public disclosure?
168	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	268	PART 268 - RULES REGARDING EQUAL OPPORTUNITY	268.604	§ 268.604   Filing and computation of time.
169	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	228	PART 228 - COMMUNITY REINVESTMENT (REGULATION BB)	228.27	§ 228.27   Strategic plan.
170	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	345	PART 345 - COMMUNITY REINVESTMENT	345.27	§ 345.27   Strategic plan.
171	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	A	SUBCHAPTER A - ORGANIZATION AND OPERATIONS	1209	PART 1209 - RULES OF PRACTICE AND PROCEDURE	1209.25	§ 1209.25   Amended pleadings.
172	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	308	PART 308 - RULES OF PRACTICE AND PROCEDURE	308.20	§ 308.20   Amended pleadings.
173	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	263	PART 263 - RULES OF PRACTICE FOR HEARINGS	263.20	§ 263.20   Amended pleadings.
174	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	747	PART 747 - ADMINISTRATIVE ACTIONS, ADJUDICATIVE HEARINGS, RULES OF PRACTICE AND PROCEDURE, AND INVESTIGATIONS	747.20	§ 747.20   Amended pleadings.
175	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	211	PART 211 - INTERNATIONAL BANKING OPERATIONS (REGULATION K)	211.33	§ 211.33   Investments and extensions of credit.
176	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	209	PART 209 - FEDERAL RESERVE BANK CAPITAL STOCK (REGULATION I)	209.4	§ 209.4   Amounts and payments for subscriptions and cancellations; timing and rate of dividends.
177	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	620	PART 620 - DISCLOSURE TO SHAREHOLDERS	620.21	§ 620.21   Contents of the information statement.
178	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	E	SUBCHAPTER E - HOUSING GOALS AND MISSION	1282	PART 1282 - ENTERPRISE HOUSING GOALS AND MISSION	1282.14	§ 1282.14   Discretionary adjustment of housing goals.
179	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	C	SUBCHAPTER C - ENTERPRISES	1240	PART 1240 - CAPITAL ADEQUACY OF ENTERPRISES	1240.123	§ 1240.123   Advanced approaches credit risk-weighted asset calculations.
180	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	C	SUBCHAPTER C - ENTERPRISES	1253	PART 1253 - PRIOR APPROVAL FOR ENTERPRISE PRODUCTS	1253.6	§ 1253.6   Certifying and nullifying an approval.
181	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	A	SUBCHAPTER A - ADMINISTRATIVE PROVISIONS	602	PART 602 - RELEASING INFORMATION	602.21	§ 602.21   Production of FCA documents.
182	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	324	PART 324 - CAPITAL ADEQUACY OF FDIC-SUPERVISED INSTITUTIONS	324.62	§ 324.62   Disclosure requirements.
183	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	344	PART 344 - RECORDKEEPING AND CONFIRMATION REQUIREMENTS FOR SECURITIES TRANSACTIONS	344.2	§ 344.2   Exceptions.
184	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	324	PART 324 - CAPITAL ADEQUACY OF FDIC-SUPERVISED INSTITUTIONS	324.172	§ 324.172   Disclosure requirements.
185	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	702	PART 702 - CAPITAL ADEQUACY	702.405	§ 702.405   Disclosures.
186	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	611	PART 611 - ORGANIZATION	611.1000	§ 611.1000   General authority.
